mainid,midid,lastid,lastname,eduid,result,n_lastname,jeiba_lastname
12,1214,121403,工程類第二專長學位學程,529989,工程類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),工程類 第二 專長 學位 學程,工程 類 第二 專長 學位 學程
12,1214,121404,環境與生命學院,529997,環境(Na) 生命(Na) 學院(Nc),環境 生命 學院,環境 與 生命 學院
12,1214,121405,工程學院（不分系）,529998,工程(Na) 學院(Nc),工程 學院,工程 學院 （ 不分系 ）
12,1214,121406,工學院（不分系）,529999,工學院(Nc),工學院,工學院 （ 不分系 ）
12,1215,121501,資源與環境科學技術系,850101,資源(Na) 環境(Na) 科學(Na) 技術(Na),資源 環境 科學 技術,資源 與 環境 科學 技術系
12,1215,121502,環境管理系,850102,環境(Na) 管理(Na),環境 管理,環境 管理系
12,1215,121503,環境資源學系,850103,環境(Na) 資源(Na) 學系(Na),環境 資源 學系,環境 資源 學系
12,1215,121503,環境資源管理學系,850103,環境(Na) 資源(Na) 管理(VC) 學系(Na),環境 資源 管理 學系,環境 資源 管理 學系
12,1215,121504,自然資源與環境研究所,,自然(Na) 資源(Na) 環境(Na) 研究所(Nc),自然 資源 環境 研究所,自然 資源 與 環境 研究所
12,1215,121504,自然資源與環境管理研究所,,自然(Na) 資源(Na) 環境(Na) 管理(Na) 研究所(Nc),自然 資源 環境 管理 研究所,自然 資源 與 環境 管理 研究所
12,1215,121505,自然資源應用學系,850105,自然(Na) 資源(Na) 應用(Na) 學系(Na),自然 資源 應用 學系,自然 資源 應用 學系
12,1215,121505,自然資源管理學系,850105,自然(Na) 資源(Na) 管理(VC) 學系(Na),自然 資源 管理 學系,自然 資源 管理 學系
12,1215,121506,環境生態研究所,850106,環境(Na) 生態(Na) 研究所(Nc),環境 生態 研究所,環境 生態 研究所
12,1215,121507,資源環境學系,850107,資源(Na) 環境(Na) 學系(Na),資源 環境 學系,資源 環境 學系
12,1215,121508,環境與能源學系,850108,環境(Na) 能源(Na) 學系(Na),環境 能源 學系,環境 與 能源 學系
12,1215,121508,環境資源與能源科技學系,850108,環境(Na) 資源(Na) 能源(Na) 科技(Na) 學系(Na),環境 資源 能源 科技 學系,環境 資源 與 能源 科技 學系
12,1215,121509,環境與物業管理學系,850109,環境(Na) 物業(Na) 管理(VC) 學系(Na),環境 物業 管理 學系,環境 與 物業 管理 學系
12,1215,121510,資源與環境管理研究所,850110,資源(Na) 環境(Na) 管理(Na) 研究所(Nc),資源 環境 管理 研究所,資源 與 環境 管理 研究所
12,1215,121511,資源保育系,850111,資源(Na) 保育(Nc),資源 保育,資源 保育 系
12,1215,121511,資源保育技術系,850111,資源(Na) 保育(Nv) 技術系(Na),資源 保育 技術系,資源 保育 技術系
12,1215,121512,觀光資源與環境學系,850112,觀光(VA) 資源(Na) 環境(Na) 學系(Na),觀光 資源 環境 學系,觀光 資源 與 環境 學系
12,1215,121513,環境與文化資源學系,850113,環境(Na) 文化(Na) 資源(Na) 學系(Na),環境 文化 資源 學系,環境 與 文化 資源 學系
12,1215,121514,休閒資源暨綠色產業學系,850114,休閒(Nv) 資源(Na) 綠色(Na) 產業(Na) 學系(Na),休閒 資源 綠色 產業 學系,休閒 資源 暨 綠色 產業 學系
12,1215,121515,綠色科技產業學士班,850115,綠色(Na) 科技(Na) 產業(Na) 學士班(Nc),綠色 科技 產業 學士班,綠色 科技 產業 學士班
12,1215,121516,環境科技與管理系,850116,環境(Na) 科技(Na) 管理(Nc),環境 科技 管理,環境 科技 與 管理系
12,1216,121601,職業安全與防災研究所,850201,職業(Na) 安全(VH) 防災(VH) 研究所(Nc),職業 安全 防災 研究所,職業 安全 與 防災 研究所
12,1216,121602,地震與防災工程研究所,850202,地震(VA) 防災(VH) 工程(Na) 研究所(Nc),地震 防災 工程 研究所,地震 與 防災 工程 研究所
12,1216,121603,房資科技研究所,850203,房資(Na) 科技(Na) 研究所(Nc),房資 科技 研究所,房資 科技 研究所
12,1216,121603,空間資訊與防災科技研究所,850203,空間(Na) 資訊(Na) 防災(VH) 科技(Na) 研究所(Nc),空間 資訊 防災 科技 研究所,空間 資訊 與 防災 科技 研究所
12,1216,121604,防災與環境工程研究所,,防災(VH) 環境(Na) 工程(Na) 研究所(Nc),防災 環境 工程 研究所,防災 與 環境 工程 研究所
12,1216,121605,環境與防災設計學系,850205,環境(Na) 防災(VH) 設計(Na) 學系(Na),環境 防災 設計 學系,環境 與 防災設 計學系
12,1216,121606,坡地防災及水資源工程研究所,850206,坡地(Na) 防災(VH) 資源(Na) 工程(Na) 研究所(Nc),坡地 防災 資源 工程 研究所,坡地 防災及 水資源 工程 研究所
12,1216,121607,產業安全與防災研究所,850207,產業(Na) 安全(VH) 防災(VH) 研究所(Nc),產業 安全 防災 研究所,產業 安全 與 防災 研究所
12,1216,121607,產業安全衛生與防災研究所,850207,產業(Na) 安全(VH) 衛生(Na) 防災(VH) 研究所(Nc),產業 安全 衛生 防災 研究所,產業 安全 衛生 與 防災 研究所
12,1216,121608,環境規劃與防災學系,850208,環境(Na) 規劃(Na) 防災(Na) 學系(Na),環境 規劃 防災 學系,環境 規劃 與 防災學系
12,1216,121609,防災與永續研究所,850209,防災(VH) 永續(VH) 研究所(Nc),防災 永續 研究所,防災 與 永續 研究所
12,1216,121610,安全與防災科技研究所,850210,安全(VH) 防災(VH) 科技(Na) 研究所(Nc),安全 防災 科技 研究所,安全 與 防災 科技 研究所
12,1217,121701,環境資訊科技研究所,859901,環境(Na) 資訊(Na) 科技(Na) 研究所(Nc),環境 資訊 科技 研究所,環境 資訊 科技 研究所
12,1217,121702,環境政策研究所,859902,環境(Na) 政策(Na) 研究所(Nc),環境 政策 研究所,環境 政策 研究所
12,1217,121703,環境規劃與管理研究所,859903,環境(Na) 規劃(Na) 管理(Na) 研究所(Nc),環境 規劃 管理 研究所,環境 規劃 與 管理 研究所
12,1217,121704,環境規劃暨設計研究所,859904,環境(Na) 規劃(Na) 設計(Na) 研究所(Nc),環境 規劃 設計 研究所,環境 規劃 暨 設計 研究所
12,1217,121705,環境設計學系,859905,環境(Na) 設計(Na) 學系(Na),環境 設計 學系,環境 設計 學系
12,1217,121706,環境保護系,859906,環境(Na) 保護(VC),環境 保護,環境 保護系
12,1217,121706,環境保護技術系,859906,環境(Na) 保護(VC) 技術系(Na),環境 保護 技術系,環境 保護 技術系
12,1217,121707,永續環境與科技學系,859907,永續(VH) 環境(Na) 科技(Na) 學系(Na),永續 環境 科技 學系,永續 環境 與 科技 學系
12,1217,121708,公害防治學系,859908,公害(Na) 防治(Nv) 學系(Na),公害 防治 學系,公害 防治 學系
12,1217,121709,溫泉產業研究所,859909,溫泉(Na) 產業(Na) 研究所(Nc),溫泉 產業 研究所,溫泉 產業 研究所
12,1217,121710,環境保護類第二專長學位學程,859989,環境(Na) 保護(VC) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),環境 保護 第二 專長 學位 學程,環境 保護類 第二 專長 學位 學程
13,1301,130101,建築學系,580101,建築(Na) 學系(Na),建築 學系,建築學系
13,1301,130101,建築工程學系,580101,建築(Na) 工程(Na) 學系(Na),建築 工程 學系,建築 工程 學系
13,1301,130102,建築設計學系,580102,建築(Na) 設計(Na) 學系(Na),建築 設計 學系,建築設 計學系
13,1301,130103,建築藝術研究所,580103,建築(Na) 藝術(Na) 研究所(Nc),建築 藝術 研究所,建築 藝術 研究所
13,1301,130104,建築與古蹟維護系,580104,建築(Na) 古蹟(Na) 維護(Nv),建築 古蹟 維護,建築 與 古 蹟 維護系
13,1301,130105,建築與古蹟保存研究所,580105,建築(Na) 古蹟(Na) 保存(Nv) 研究所(Nc),建築 古蹟 保存 研究所,建築 與 古 蹟 保存 研究所
13,1301,130106,建築技術系,580106,建築(Na) 技術系(Na),建築 技術系,建築 技術系
13,1301,130107,建築與永續規劃研究所,580107,建築(Na) 永續(VH) 規劃(Na) 研究所(Nc),建築 永續 規劃 研究所,建築 與 永續 規劃 研究所
13,1301,130108,建築及都市設計系,,建築(Na) 都市(Na) 設計(Na),建築 都市 設計,建築及 都市 設計系
13,1301,130108,建築及都市設計計劃系,,建築(Na) 都市(Na) 設計(Na) 計劃(Na),建築 都市 設計 計劃,建築及 都市 設計 計劃系
13,1301,130109,建築都市計劃學系,580109,建築(Na) 都市(Na) 計劃(Na) 學系(Na),建築 都市 計劃 學系,建築 都市 計劃 學系
13,1301,130109,建築與都市計劃學系,580109,建築(Na) 都市(Na) 計劃(Na) 學系(Na),建築 都市 計劃 學系,建築 與 都市 計劃 學系
13,1301,130110,建築與環境設計系,580110,建築(Na) 環境(Na) 設計(Na),建築 環境 設計,建築 與 環境 設計系
13,1301,130110,建築工程與環境設計系,580110,建築(Na) 工程(Na) 環境(Na) 設計(Na),建築 工程 環境 設計,建築 工程 與 環境 設計系
13,1301,130111,建築與文化資產系,580111,建築(Na) 文化(Na) 資產(Na),建築 文化 資產,建築 與 文化 資產系
13,1301,130111,建築與文化資產保存系,580111,建築(Na) 文化(Na) 資產(Na) 保存(Nv),建築 文化 資產 保存,建築 與 文化 資產 保存 系
13,1301,130112,古蹟建築維護系,580112,古蹟(Na) 建築(Na) 維護(Nv),古蹟 建築 維護,古 蹟 建築 維護系
13,1301,130113,建築與景觀學系,580113,建築(Na) 景觀(Na) 學系(Na),建築 景觀 學系,建築 與 景觀 學系
13,1301,130113,建築與景觀設計學系,580113,建築(Na) 景觀(Na) 設計(Na) 學系(Na),建築 景觀 設計 學系,建築 與 景觀 設計 學系
13,1302,130201,景觀設計學系,580201,景觀(Na) 設計(Na) 學系(Na),景觀 設計 學系,景觀 設計 學系
13,1302,130201,景觀設計與管理學系,580201,景觀(Na) 設計(Na) 管理(Na) 學系(Na),景觀 設計 管理 學系,景觀 設計 與 管理 學系
13,1302,130202,景觀建築學系,580202,景觀(Na) 建築(Na) 學系(Na),景觀 建築 學系,景觀 建築學系
13,1302,130202,景觀建築與管理學系,580202,景觀(Na) 建築(Na) 管理(Nv) 學系(Na),景觀 建築 管理 學系,景觀 建築 與 管理 學系
13,1302,130203,景觀學系,580203,景觀學系(Na),景觀學系,景觀 學系
13,1302,130204,景觀與遊憩系,580204,景觀(Na) 遊憩(Nv),景觀 遊憩,景觀 與 遊憩 系
13,1302,130204,景觀與遊憩管理系,580204,景觀(Na) 遊憩(Nv) 管理(Na),景觀 遊憩 管理,景觀 與 遊憩 管理系
13,1302,130205,造園景觀學系,580205,造園(VA) 景觀(Na) 學系(Na),造園 景觀 學系,造園 景觀 學系
13,1302,130206,環境與景觀藝術學系,580206,環境(Na) 景觀(Na) 藝術(Na) 學系(Na),環境 景觀 藝術 學系,環境 與 景觀 藝術 學系
13,1302,130207,景觀及都市設計系,580207,景觀(Na) 都市(Na) 設計(Nc),景觀 都市 設計,景觀 及 都市 設計系
13,1303,130301,都市計劃學系,580301,都市(Na) 計劃(Na) 學系(Na),都市 計劃 學系,都市 計劃 學系
13,1303,130301,都市計劃與景觀建築學系,580301,都市(Na) 計劃(Na) 景觀(Na) 建築(Na) 學系(Na),都市 計劃 景觀 建築 學系,都市 計劃 與 景觀 建築學系
13,1303,130302,都市發展與建築研究所,580302,都市(Na) 發展(Na) 建築(Na) 研究所(Nc),都市 發展 建築 研究所,都市 發展 與 建築 研究所
13,1303,130303,都市規劃與防災學系,580303,都市(Na) 規劃(Na) 防災(Nv) 學系(Na),都市 規劃 防災 學系,都市 規劃 與 防災學系
13,1303,130304,土地管理學系,580304,土地(Na) 管理(VC) 學系(Na),土地 管理 學系,土地 管理 學系
13,1303,130304,土地管理與開發學系,580304,土地(Na) 管理(VC) 開發(Nv) 學系(Na),土地 管理 開發 學系,土地 管理 與 開 發學系
13,1303,130305,市政暨環境規劃學系,580305,市政(Na) 環境(Na) 規劃(Na) 學系(Na),市政 環境 規劃 學系,市政 暨 環境 規劃 學系
13,1303,130306,地區發展管理學系,580306,地區(Nc) 發展(Nv) 管理(VC) 學系(Na),地區 發展 管理 學系,地區 發展 管理 學系
13,1303,130307,建築與都市防災研究所,580307,建築(Na) 都市(Na) 防災(VH) 研究所(Nc),建築 都市 防災 研究所,建築 與 都市 防災 研究所
13,1303,130308,都市計畫與空間資訊學系,580308,都市(Na) 計畫(Na) 空間(Na) 資訊(Na) 學系(Na),都市 計畫 空間 資訊 學系,都市 計畫 與 空間 資訊學系
13,1304,130401,建築與城鄉研究所,589901,建築(Na) 城鄉(Na) 研究所(Nc),建築 城鄉 研究所,建築 與 城鄉 研究所
13,1304,130402,農村規劃系,589902,農村(Nc) 規劃系(Na),農村 規劃系,農村 規劃系
13,1304,130403,園景學系,589903,園景學系(Na),園景學系,園景學系
13,1304,130404,建設與專案管理學系,589904,建設(Na) 專案(Na) 管理(VC) 學系(Na),建設 專案 管理 學系,建設 與 專案 管理 學系
13,1304,130405,城鄉與資產計劃學系,589905,城鄉(Na) 資產(Na) 計劃(Na) 學系(Na),城鄉 資產 計劃 學系,城鄉 與 資產計劃 學系
13,1304,130406,綠環境設計學系,589906,環境(Na) 設計(Na) 學系(Na),環境 設計 學系,綠環境 設計 學系
13,1304,130407,資產管理與城市規劃學系,589907,資產(Na) 管理(Na) 城市(Na) 規劃(Na) 學系(Na),資產 管理 城市 規劃 學系,資產 管理 與 城市 規劃 學系
13,1304,130408,建築類第二專長學位學程,589989,建築類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),建築類 第二 專長 學位 學程,建築類 第二 專長 學位 學程
14,1401,140101,農學研究所,620101,農學(Na) 研究所(Nc),農學 研究所,農學 研究所
14,1401,140101,農學科學研究所,620101,農學(Na) 科學(Na) 研究所(Nc),農學 科學 研究所,農學 科學 研究所
14,1401,140102,農藝學系,620102,農藝學系(Na),農藝學系,農藝學系
14,1401,140103,農園生產學系,620103,農園(Nc) 生產(Nv) 學系(Na),農園 生產 學系,農園 生產學系
14,1401,140104,精緻農業學系,620104,精緻(VH) 農業(Na) 學系(Na),精緻 農業 學系,精 緻 農 業 學 系
14,1401,140105,熱帶農業暨國際合作學系,620105,熱帶(Nc) 農業(Na) 國際(Nc) 合作(VH) 學系(Na),熱帶 農業 國際 合作 學系,熱帶 農業 暨 國際 合作 學系
14,1401,140106,糧食作物研究所,620106,糧食(Na) 作物(Na) 研究所(Nc),糧食 作物 研究所,糧食 作物 研究所
14,1401,140107,熱帶農業研究所,620107,熱帶(Nc) 農業(Na) 研究所(Nc),熱帶 農業 研究所,熱帶 農業 研究所
14,1401,140108,國際農學研究所,620109,國際(Nc) 農學(Na) 研究所(Nc),國際 農學 研究所,國際 農學 研究所
14,1401,140109,農業科學學位學程,620110,農業(Na) 科學(Na) 學位(Na) 學程(Na),農業 科學 學位 學程,農業 科學學位 學程
14,1402,140201,畜產學系,620201,畜產(Na) 學系(Na),畜產 學系,畜產學系
14,1402,140201,動物科學與畜產學系,620201,動物(Na) 科學(Na) 畜產(Na) 學系(Na),動物 科學 畜產 學系,動物 科學 與 畜產學系
14,1402,140202,畜產與生物科技學系,620202,畜產(Na) 生物(Na) 科技(Na) 學系(Na),畜產 生物 科技 學系,畜產 與 生物科技 學系
14,1402,140203,動物科學學系,620203,動物(Na) 科學(Na) 學系(Na),動物 科學 學系,動物 科學學系
14,1402,140203,動物科學技術學系,620203,動物(Na) 科學(Na) 技術(Na) 學系(Na),動物 科學 技術 學系,動物 科學 技術 學系
14,1402,140204,動物科技學系,620204,動物(Na) 科技(Na) 學系(Na),動物 科技 學系,動物 科技 學系
14,1402,140205,畜牧學系,620205,畜牧(Na) 學系(Na),畜牧 學系,畜牧 學系
14,1402,140206,畜牧生產係,620206,畜牧(Na) 生產(Nv),畜牧 生產,畜牧 生產 係
14,1402,140206,畜牧生產技術系,620206,畜牧(Na) 生產(Nv) 技術系(Na),畜牧 生產 技術系,畜牧 生產 技術系
14,1403,140301,園藝學系,620301,園藝學系(Na),園藝學系,園藝學系
14,1403,140302,園藝暨生物技術學系,620302,園藝(Na) 生物(Na) 技術(Na) 學系(Na),園藝 生物 技術 學系,園藝 暨 生物 技術 學系
14,1403,140303,園藝暨景觀學系,620303,園藝(Na) 景觀(Na) 學系(Na),園藝 景觀 學系,園藝 暨 景觀 學系
14,1404,140401,植物病蟲害學系,620401,植物病蟲害(Na) 學系(Na),植物病蟲害 學系,植物 病蟲害 學系
14,1404,140402,植物病理學系,620402,植物(Na) 病理(Na) 學系(Na),植物 病理 學系,植物病理 學系
14,1404,140402,植物病理與微生物學系,620402,植物(Na) 病理(Na) 微生物(Na) 學系(Na),植物 病理 微生物 學系,植物病理 與 微生物 學系
14,1404,140403,植物保護學系,620403,植物(Na) 保護(VC) 學系(Na),植物 保護 學系,植物 保護 學系
14,1404,140404,植物醫學系,620404,植物(Na) 醫學(Nc),植物 醫學,植物 醫學系
14,1405,140501,農業經濟學系,620501,農業(Na) 經濟(Na) 學系(Na),農業 經濟 學系,農業 經濟 學系
14,1405,140502,農業推廣學系,620502,農業(Na) 推廣(VC) 學系(Na),農業 推廣 學系,農業 推廣學系
14,1405,140503,農業推展學系,620503,農業(Na) 推展(Nv) 學系(Na),農業 推展 學系,農業 推展 學系
14,1405,140504,農企業管理系,620504,農企業(Na) 管理(Na),農企業 管理,農企業 管理系
14,1405,140505,生物產業推廣暨經營學系,620505,生物(Na) 產業(Na) 推廣(VC) 經營(VC) 學系(Na),生物 產業 推廣 經營 學系,生物 產業 推廣暨 經營 學系
14,1405,140506,糧食運銷學系,620507,糧食(Na) 運銷(Nv) 學系(Na),糧食 運銷 學系,糧食 運銷 學系
14,1405,140507,農產運銷學系,620508,農產(Na) 運銷(Nv) 學系(Na),農產 運銷 學系,農產運銷 學系
14,1405,140508,農業經營學系,620509,農業(Na) 經營(VC) 學系(Na),農業 經營 學系,農業 經營 學系
14,1405,140509,生物產業傳播暨發展學系,620510,生物(Na) 產業(Na) 傳播(VC) 發展(VC) 學系(Na),生物 產業 傳播 發展 學系,生物 產業 傳播 暨 發展 學系
14,1405,140510,生物產業暨城鄉資源管理學系,620511,生物(Na) 產業(Na) 城鄉(Na) 資源(Na) 管理(Na) 學系(Na),生物 產業 城鄉 資源 管理 學系,生物 產業 暨 城鄉 資源 管理 學系
14,1405,140511,生物產業管理系,620512,生物(Na) 產業(Na) 管理(Nc),生物 產業 管理,生物 產業 管理系
14,1405,140512,農業企業經營管理,,農業(Na) 企業(Na) 經營(VC) 管理(VC),農業 企業 經營 管理,農業 企業 經營 管理
14,1405,140513,國際農企學位學程,,國際(Nc) 農企(Nc) 學位(Na) 學程(Na),國際 農企 學位 學程,國際 農企學位 學程
14,1406,140601,食品科學系,620601,食品(Na) 科學(Na),食品 科學,食品 科學系
14,1406,140602,食品科技學系,620602,食品(Na) 科技(Na) 學系(Na),食品 科技 學系,食品科技 學系
14,1406,140603,水產食品科學系,620603,水產(Na) 食品(Na) 科學(Na),水產 食品 科學,水產 食品 科學系
14,1406,140604,食品暨釀造科技學系,620604,食品(Na) 釀造(VC) 科技(Na) 學系(Na),食品 釀造 科技 學系,食品 暨 釀造 科技 學系
14,1406,140605,食品暨應用生物科技學系,620605,食品(Na) 應用(Na) 生物(Na) 科技(Na) 學系(Na),食品 應用 生物 科技 學系,食品 暨 應用 生物科技 學系
14,1406,140606,食品工程學系,620606,食品(Na) 工程(Na) 學系(Na),食品 工程 學系,食品 工程 學系
14,1406,140607,水產製造學系,620607,水產(Na) 製造(VC) 學系(Na),水產 製造 學系,水 產 製 造 學 系
14,1406,140608,食品技術系,620608,食品(Na) 技術系(Na),食品 技術系,食品 技術系
14,1406,140609,食品化學工程學系,620609,食品(Na) 化學(Na) 工程(Na) 學系(Na),食品 化學 工程 學系,食品 化學 工程 學系
14,1406,140610,水產食品工業學系,620610,水產(Na) 食品(Na) 工業(Na) 學系(Na),水產 食品 工業 學系,水產 食品 工業 學系
14,1406,140611,食品科學暨生物藥學研究所,620615,食品(Na) 科學(Na) 生物(Na) 藥學(Na) 研究所(Nc),食品 科學 生物 藥學 研究所,食品 科學 暨 生物 藥學 研究所
14,1406,140612,保健營養生技學系,620616,保健(Na) 營養(Na) 生技學系(Na),保健 營養 生技學系,保健 營養生 技學系
14,1406,140613,食品保健學系,,食品(Na) 保健(Na) 學系(Na),食品 保健 學系,食品 保健 學系
14,1406,140613,應用食品保健學系,,應用(Na) 食品(Na) 保健(Na) 學系(Na),應用 食品 保健 學系,應用 食品 保健 學系
14,1406,140614,食品保健系,620618,食品(Na) 保健系(Na),食品 保健系,食品 保健 系
14,1406,140615,食品科技與行銷系,620619,食品(Na) 科技(Na) 行銷系(Na),食品 科技 行銷系,食品科技 與 行銷系
14,1407,140701,水土保持學系,620701,水土(Na) 保持(Nv) 學系(Na),水土 保持 學系,水土保持 學系
14,1407,140702,土地資源學系,620702,土地(Na) 資源(Na) 學系(Na),土地 資源 學系,土地 資源 學系
14,1407,140703,灌溉工程學系,620703,灌溉(VC) 工程(Na) 學系(Na),灌溉 工程 學系,灌溉工程 學系
14,1408,140801,農業化學系,620801,農業(Na) 化學系(Nc),農業 化學系,農業化 學系
14,1408,140802,土壤環境科學學系,620802,土壤(Na) 環境(Na) 科學學(Na),土壤 環境 科學學,土壤 環境 科學學系
14,1408,140803,土壤學系,620803,土壤學系(Na),土壤學系,土壤 學系
14,1410,141001,森林暨自然保育學系,621001,森林(Na) 自然(Na) 保育(Nv) 學系(Na),森林 自然 保育 學系,森林 暨 自然 保育 學系
14,1410,141001,森林暨自然資源學系,621001,森林(Na) 自然(Na) 資源(Na) 學系(Na),森林 自然 資源 學系,森林 暨 自然 資源 學系
14,1410,141002,森林環境暨資源學系,621002,森林(Na) 環境(Na) 資源(Na) 學系(Na),森林 環境 資源 學系,森林 環境 暨 資源 學系
14,1410,141003,林產科學系,621003,林產(Na) 科學(Nc),林產 科學,林產科 學系
14,1410,141004,木材工業系,621004,木材(Na) 工業(Nc),木材 工業,木材 工業系
14,1410,141005,木材科學暨工藝學系,,木材(Na) 科學(Na) 工藝(Na) 學系(Na),木材 科學 工藝 學系,木材 科學 暨 工藝學系
14,1410,141005,木材科學與設計學系,,木材(Na) 科學(Na) 設計(Na) 學系(Na),木材 科學 設計 學系,木材 科學 與 設計 學系
14,1410,141006,林產加工（技術）系,621006,林產(Na) 加工(VB) 技術(Na),林產 加工 技術,林產 加工 （ 技術 ） 系
14,1410,141007,林業(暨自然資源)研究所,621007,林業(Na) 自然(Na) 資源(Na) 研究所(Nc),林業 自然 資源 研究所,林業 ( 暨 自然 資源 ) 研究所
14,1410,141008,森林資源係,621008,森林(Na) 資源(Na),森林 資源,森林 資源 係
14,1410,141008,森林資源技術系,621008,森林(Na) 資源(Na) 技術系(Na),森林 資源 技術系,森林 資源 技術系
14,1410,141009,林產科學暨傢具工程學系,,林產(Na) 科學(Na) 傢具(Na) 工程(Na) 學系(Na),林產 科學 傢具 工程 學系,林產科學 暨 傢 具 工程 學系
14,1411,141101,漁業科學研究所,621101,漁業(Na) 科學(Na) 研究所(Nc),漁業 科學 研究所,漁業 科學 研究所
14,1411,141102,環境生物與漁業科學學系,621102,環境(Na) 生物(Na) 漁業(Na) 科學(Na) 學系(Na),環境 生物 漁業 科學 學系,環境 生物 與 漁業 科學學系
14,1411,141103,漁業生產與管理學系,621103,漁業(Na) 生產(Nv) 管理(VC) 學系(Na),漁業 生產 管理 學系,漁業 生產 與 管理 學系
14,1411,141104,水產養殖學系,621104,水產(Na) 養殖(VC) 學系(Na),水產 養殖 學系,水產養 殖學系
14,1411,141105,漁業經濟研究所,621105,漁業(Na) 經濟(Na) 研究所(Nc),漁業 經濟 研究所,漁業 經濟 研究所
14,1411,141106,水產資源與養殖研究所,621108,水產(Na) 資源(Na) 養殖(VC) 研究所(Nc),水產 資源 養殖 研究所,水產資源 與 養殖 研究所
14,1412,141201,蠶絲學系,629901,蠶絲學系(Na),蠶絲學系,蠶絲學系
14,1412,141202,農業類產學專班,629977,農業(Na) 產學(Na) 專班(Nc),農業 產學 專班,農業 類產學 專班
14,1412,141203,生物資源學院（不分系）,629999,生物(Na) 資源(Na) 學院(Nc),生物 資源 學院,生物 資源 學院 （ 不分系 ）
14,1413,141301,獸醫學系,640101,獸醫(Na) 學系(Na),獸醫 學系,獸 醫學系
14,1413,141302,獸醫微生物學研究所,640102,獸醫(Na) 微生物學(Na) 研究所(Nc),獸醫 微生物學 研究所,獸醫 微生物 學 研究所
14,1413,141303,獸醫病理學研究所,,獸醫(Na) 病理學(Na) 研究所(Nc),獸醫 病理學 研究所,獸醫 病理 學 研究所
14,1413,141304,獸醫公共衛生學研究所,640104,獸醫(Na) 衛生學(Na) 研究所(Nc),獸醫 衛生學 研究所,獸醫 公共 衛生學 研究所
14,1413,141305,動物疫苗科技研究所,640105,動物(Na) 疫苗(Na) 科技(Na) 研究所(Nc),動物 疫苗 科技 研究所,動物 疫苗 科技 研究所
14,1413,141306,畜牧獸醫學系,640106,畜牧(Na) 獸醫學系(Na),畜牧 獸醫學系,畜牧 獸 醫學系
14,1413,141307,臨床動物醫學研究所,640107,動物(Na) 醫學(Na) 研究所(Nc),動物 醫學 研究所,臨床 動物 醫學 研究所
14,1413,141308,微生物暨公共衛生學研究所,640108,微生物(Na) 衛生學(Na) 研究所(Nc),微生物 衛生學 研究所,微生物 暨 公共 衛生學 研究所
14,1413,141308,獸醫微生物學研究所,640108,獸醫(Na) 微生物學(Na) 研究所(Nc),獸醫 微生物學 研究所,獸醫 微生物 學 研究所
14,1413,141308,獸醫公共衛生學研究所,640108,獸醫(Na) 衛生學(Na) 研究所(Nc),獸醫 衛生學 研究所,獸醫 公共 衛生學 研究所
14,1413,141309,分子暨比較病理生物學研究所,640109,分子(Na) 比較(VC) 病理(Na) 生物學(Na) 研究所(Nc),分子 比較 病理 生物學 研究所,分子 暨 比 較 病理 生物 學 研究所
15,1501,150101,生活應用與保健系,810601,生活(Na) 應用(Na) 保健系(Nc),生活 應用 保健系,生活 應用 與 保健 系
15,1501,150102,生活科學學系,810602,生活(Na) 科學(Na) 學系(Na),生活 科學 學系,生活 科學學系
15,1501,150102,生活應用科學學系,810602,生活(Na) 應用(Na) 科學(Na) 學系(Na),生活 應用 科學 學系,生活 應用 科學學系
15,1501,150103,家政學系,810603,家政學系(Na),家政學系,家政 學系
15,1501,150104,生活服務產業系,810605,生活(Na) 服務(VC) 產業系(Nc),生活 服務 產業系,生活 服務產業系
15,1501,150105,美容與生活應用學位學程,810606,美容(VB) 生活(Na) 應用(Na) 學位(Na) 學程(Na),美容 生活 應用 學位 學程,美容 與 生活 應用 學位 學程
15,1502,150201,服裝設計學系,810701,服裝(Na) 設計(Na) 學系(Na),服裝 設計 學系,服裝設 計學系
15,1502,150202,織品服裝學系,810702,織品(Na) 服裝(Na) 學系(Na),織品 服裝 學系,織品 服裝 學系
15,1502,150203,服飾科學管理系,810703,服飾(Na) 科學(Na) 管理(Nc),服飾 科學 管理,服飾 科學 管理系
15,1502,150204,服飾設計管理系,810704,服飾(Na) 設計(Na) 管理(Nc),服飾 設計 管理,服飾 設計 管理系
15,1502,150205,服飾經營學系,810705,服飾(Na) 經營(VC) 學系(Na),服飾 經營 學系,服飾 經營 學系
15,1502,150206,服飾設計與經營學系,810706,服飾(Na) 設計(Na) 經營(VC) 學系(Na),服飾 設計 經營 學系,服飾 設計 與 經營 學系
15,1502,150207,創意流行時尚設計系,810707,創意(Na) 流行(VH) 時尚(Na) 設計系(Nc),創意 流行 時尚 設計系,創意 流行 時尚 設計系
15,1503,150301,美容流行學系,810801,美容(VB) 流行學系(VH),美容 流行學系,美容 流行 學系
15,1503,150301,美容造型學系,810801,美容(Nv) 造型(Na) 學系(Na),美容 造型 學系,美容 造型 學系
15,1503,150301,美容設計學系,810801,美容(Na) 設計(Na) 學系(Na),美容 設計 學系,美容 設計 學系
