mainid,lastname,result,n_lastname,jeiba_lastname
14,國際農企學位學程,國際(Nc) 農企(Nc) 學位(Na) 學程(Na),國際 農企 學位 學程,國際 農企學位 學程
14,食品科學系,食品(Na) 科學(Na),食品 科學,食品 科學系
14,食品科技學系,食品(Na) 科技(Na) 學系(Na),食品 科技 學系,食品科技 學系
14,水產食品科學系,水產(Na) 食品(Na) 科學(Na),水產 食品 科學,水產 食品 科學系
14,食品暨釀造科技學系,食品(Na) 釀造(VC) 科技(Na) 學系(Na),食品 釀造 科技 學系,食品 暨 釀造 科技 學系
14,食品暨應用生物科技學系,食品(Na) 應用(Na) 生物(Na) 科技(Na) 學系(Na),食品 應用 生物 科技 學系,食品 暨 應用 生物科技 學系
14,食品工程學系,食品(Na) 工程(Na) 學系(Na),食品 工程 學系,食品 工程 學系
14,水產製造學系,水產(Na) 製造(VC) 學系(Na),水產 製造 學系,水 產 製 造 學 系
14,食品技術系,食品(Na) 技術系(Na),食品 技術系,食品 技術系
14,食品化學工程學系,食品(Na) 化學(Na) 工程(Na) 學系(Na),食品 化學 工程 學系,食品 化學 工程 學系
14,水產食品工業學系,水產(Na) 食品(Na) 工業(Na) 學系(Na),水產 食品 工業 學系,水產 食品 工業 學系
14,食品科學暨生物藥學研究所,食品(Na) 科學(Na) 生物(Na) 藥學(Na) 研究所(Nc),食品 科學 生物 藥學 研究所,食品 科學 暨 生物 藥學 研究所
14,保健營養生技學系,保健(Na) 營養(Na) 生技學系(Na),保健 營養 生技學系,保健 營養生 技學系
14,食品保健學系,食品(Na) 保健(Na) 學系(Na),食品 保健 學系,食品 保健 學系
14,應用食品保健學系,應用(Na) 食品(Na) 保健(Na) 學系(Na),應用 食品 保健 學系,應用 食品 保健 學系
14,食品保健系,食品(Na) 保健系(Na),食品 保健系,食品 保健 系
14,食品科技與行銷系,食品(Na) 科技(Na) 行銷系(Na),食品 科技 行銷系,食品科技 與 行銷系
14,水土保持學系,水土(Na) 保持(Nv) 學系(Na),水土 保持 學系,水土保持 學系
14,土地資源學系,土地(Na) 資源(Na) 學系(Na),土地 資源 學系,土地 資源 學系
14,灌溉工程學系,灌溉(VC) 工程(Na) 學系(Na),灌溉 工程 學系,灌溉工程 學系
14,農業化學系,農業(Na) 化學系(Nc),農業 化學系,農業化 學系
14,土壤環境科學學系,土壤(Na) 環境(Na) 科學學(Na),土壤 環境 科學學,土壤 環境 科學學系
14,土壤學系,土壤學系(Na),土壤學系,土壤 學系
14,森林暨自然保育學系,森林(Na) 自然(Na) 保育(Nv) 學系(Na),森林 自然 保育 學系,森林 暨 自然 保育 學系
14,森林暨自然資源學系,森林(Na) 自然(Na) 資源(Na) 學系(Na),森林 自然 資源 學系,森林 暨 自然 資源 學系
14,森林環境暨資源學系,森林(Na) 環境(Na) 資源(Na) 學系(Na),森林 環境 資源 學系,森林 環境 暨 資源 學系
14,林產科學系,林產(Na) 科學(Nc),林產 科學,林產科 學系
14,木材工業系,木材(Na) 工業(Nc),木材 工業,木材 工業系
14,木材科學暨工藝學系,木材(Na) 科學(Na) 工藝(Na) 學系(Na),木材 科學 工藝 學系,木材 科學 暨 工藝學系
14,木材科學與設計學系,木材(Na) 科學(Na) 設計(Na) 學系(Na),木材 科學 設計 學系,木材 科學 與 設計 學系
14,林產加工（技術）系,林產(Na) 加工(VB) 技術(Na),林產 加工 技術,林產 加工 （ 技術 ） 系
14,林業(暨自然資源)研究所,林業(Na) 自然(Na) 資源(Na) 研究所(Nc),林業 自然 資源 研究所,林業 ( 暨 自然 資源 ) 研究所
14,森林資源係,森林(Na) 資源(Na),森林 資源,森林 資源 係
14,森林資源技術系,森林(Na) 資源(Na) 技術系(Na),森林 資源 技術系,森林 資源 技術系
14,林產科學暨傢具工程學系,林產(Na) 科學(Na) 傢具(Na) 工程(Na) 學系(Na),林產 科學 傢具 工程 學系,林產科學 暨 傢 具 工程 學系
14,漁業科學研究所,漁業(Na) 科學(Na) 研究所(Nc),漁業 科學 研究所,漁業 科學 研究所
14,環境生物與漁業科學學系,環境(Na) 生物(Na) 漁業(Na) 科學(Na) 學系(Na),環境 生物 漁業 科學 學系,環境 生物 與 漁業 科學學系
14,漁業生產與管理學系,漁業(Na) 生產(Nv) 管理(VC) 學系(Na),漁業 生產 管理 學系,漁業 生產 與 管理 學系
14,水產養殖學系,水產(Na) 養殖(VC) 學系(Na),水產 養殖 學系,水產養 殖學系
14,漁業經濟研究所,漁業(Na) 經濟(Na) 研究所(Nc),漁業 經濟 研究所,漁業 經濟 研究所
14,水產資源與養殖研究所,水產(Na) 資源(Na) 養殖(VC) 研究所(Nc),水產 資源 養殖 研究所,水產資源 與 養殖 研究所
14,蠶絲學系,蠶絲學系(Na),蠶絲學系,蠶絲學系
14,農業類產學專班,農業(Na) 產學(Na) 專班(Nc),農業 產學 專班,農業 類產學 專班
14,生物資源學院（不分系）,生物(Na) 資源(Na) 學院(Nc),生物 資源 學院,生物 資源 學院 （ 不分系 ）
14,獸醫學系,獸醫(Na) 學系(Na),獸醫 學系,獸 醫學系
14,獸醫微生物學研究所,獸醫(Na) 微生物學(Na) 研究所(Nc),獸醫 微生物學 研究所,獸醫 微生物 學 研究所
14,獸醫病理學研究所,獸醫(Na) 病理學(Na) 研究所(Nc),獸醫 病理學 研究所,獸醫 病理 學 研究所
14,獸醫公共衛生學研究所,獸醫(Na) 衛生學(Na) 研究所(Nc),獸醫 衛生學 研究所,獸醫 公共 衛生學 研究所
14,動物疫苗科技研究所,動物(Na) 疫苗(Na) 科技(Na) 研究所(Nc),動物 疫苗 科技 研究所,動物 疫苗 科技 研究所
14,畜牧獸醫學系,畜牧(Na) 獸醫學系(Na),畜牧 獸醫學系,畜牧 獸 醫學系
14,臨床動物醫學研究所,動物(Na) 醫學(Na) 研究所(Nc),動物 醫學 研究所,臨床 動物 醫學 研究所
14,微生物暨公共衛生學研究所,微生物(Na) 衛生學(Na) 研究所(Nc),微生物 衛生學 研究所,微生物 暨 公共 衛生學 研究所
14,獸醫微生物學研究所,獸醫(Na) 微生物學(Na) 研究所(Nc),獸醫 微生物學 研究所,獸醫 微生物 學 研究所
14,獸醫公共衛生學研究所,獸醫(Na) 衛生學(Na) 研究所(Nc),獸醫 衛生學 研究所,獸醫 公共 衛生學 研究所
14,分子暨比較病理生物學研究所,分子(Na) 比較(VC) 病理(Na) 生物學(Na) 研究所(Nc),分子 比較 病理 生物學 研究所,分子 暨 比 較 病理 生物 學 研究所
15,生活應用與保健系,生活(Na) 應用(Na) 保健系(Nc),生活 應用 保健系,生活 應用 與 保健 系
15,生活科學學系,生活(Na) 科學(Na) 學系(Na),生活 科學 學系,生活 科學學系
15,生活應用科學學系,生活(Na) 應用(Na) 科學(Na) 學系(Na),生活 應用 科學 學系,生活 應用 科學學系
15,家政學系,家政學系(Na),家政學系,家政 學系
15,生活服務產業系,生活(Na) 服務(VC) 產業系(Nc),生活 服務 產業系,生活 服務產業系
15,美容與生活應用學位學程,美容(VB) 生活(Na) 應用(Na) 學位(Na) 學程(Na),美容 生活 應用 學位 學程,美容 與 生活 應用 學位 學程
15,服裝設計學系,服裝(Na) 設計(Na) 學系(Na),服裝 設計 學系,服裝設 計學系
15,織品服裝學系,織品(Na) 服裝(Na) 學系(Na),織品 服裝 學系,織品 服裝 學系
15,服飾科學管理系,服飾(Na) 科學(Na) 管理(Nc),服飾 科學 管理,服飾 科學 管理系
15,服飾設計管理系,服飾(Na) 設計(Na) 管理(Nc),服飾 設計 管理,服飾 設計 管理系
15,服飾經營學系,服飾(Na) 經營(VC) 學系(Na),服飾 經營 學系,服飾 經營 學系
15,服飾設計與經營學系,服飾(Na) 設計(Na) 經營(VC) 學系(Na),服飾 設計 經營 學系,服飾 設計 與 經營 學系
15,創意流行時尚設計系,創意(Na) 流行(VH) 時尚(Na) 設計系(Nc),創意 流行 時尚 設計系,創意 流行 時尚 設計系
15,美容流行學系,美容(VB) 流行學系(VH),美容 流行學系,美容 流行 學系
15,美容造型學系,美容(Nv) 造型(Na) 學系(Na),美容 造型 學系,美容 造型 學系
15,美容設計學系,美容(Na) 設計(Na) 學系(Na),美容 設計 學系,美容 設計 學系
15,化妝品應用系,化妝品(Na) 應用(Na),化妝品 應用,化妝品 應用系
15,化妝品應用與管理系,化妝品(Na) 應用(Na) 管理(Nc),化妝品 應用 管理,化妝品 應用 與 管理系
15,化粧品科學系,化粧品(Na) 科學系(Na),化粧品 科學系,化 粧 品科學系
15,化粧品科技研究所,化粧品(Na) 科技(Na) 研究所(Nc),化粧品 科技 研究所,化 粧 品 科技 研究所
15,健康美容學位學程,健康(VH) 美容(VB) 學位(Na) 學程(Na),健康 美容 學位 學程,健康 美容 學位 學程
15,時尚造型表演系,時尚(Na) 造型(Na) 表演系(Nc),時尚 造型 表演系,時尚 造型 表演系
15,生技彩妝學位學程,生技(Na) 彩妝(Na) 學位(Na) 學程(Na),生技 彩妝 學位 學程,生技彩妝學位 學程
15,時尚美容應用系,時尚(Na) 美容(Na) 應用(Na),時尚 美容 應用,時尚 美容 應用系
15,美髮造型設計系,美髮(Na) 造型(Na) 設計(Na),美髮 造型 設計,美 髮 造型 設計系
15,香妝與養生保健學位學程,香妝(Na) 養生(VA) 保健(Na) 學位(Na) 學程(Na),香妝 養生 保健 學位 學程,香妝 與 養生 保健 學位 學程
15,保健美容學系,保健(Na) 美容(Nv) 學系(Na),保健 美容 學系,保健 美容 學系
15,美容美髮造型設計系,美容(Nv) 美髮(Na) 造型(Na) 設計系(Na),美容 美髮 造型 設計系,美容 美 髮 造型 設計系
15,時尚造型管理學位學程,時尚(Na) 造型(Na) 管理(VC) 學位(Na) 學程(Na),時尚 造型 管理 學位 學程,時尚 造型 管理 學位 學程
15,流行事業經營系,流行(VH) 事業(Na) 經營系(Nc),流行 事業 經營系,流行 事業 經營系
15,服務業經營學系,服務業(Na) 經營(VC) 學系(Na),服務業 經營 學系,服務業 經營 學系
15,服務業經營管理學系,服務業(Na) 經營(Nv) 管理(VC) 學系(Na),服務業 經營 管理 學系,服務業 經營 管理 學系
15,服務事業管理研究所,服務(VC) 事業(Na) 管理(Na) 研究所(Nc),服務 事業 管理 研究所,服務事業 管理 研究所
15,台灣飲食文化產業研究所,台灣(Nc) 飲食(Na) 文化(Na) 產業(Na) 研究所(Nc),台灣 飲食 文化 產業 研究所,台灣 飲 食文化 產業 研究所
15,課後照顧學位學程,照顧(VC) 學位(Na) 學程(Na),照顧 學位 學程,課後照 顧學位 學程
15,生命禮儀學位學程,生命(Na) 禮儀(Na) 學位(Na) 學程(Na),生命 禮儀 學位 學程,生命 禮儀 學位 學程
15,會議展覽服務業學位學程,會議(Na) 展覽(VC) 服務業(Na) 學位(Na) 學程(Na),會議 展覽 服務業 學位 學程,會議 展覽 服務業 學位 學程
15,會議展覽服務業專業人員學位學程,會議(Na) 展覽(VC) 服務業(Na) 專業(VH) 人員(Na) 學位(Na) 學程(Na),會議 展覽 服務業 專業 人員 學位 學程,會議 展覽 服務業 專業 人員學位 學程
15,婚禮企劃學位學程,婚禮(Na) 企劃(Na) 學位(Na) 學程(Na),婚禮 企劃 學位 學程,婚禮 企劃 學位 學程
15,婚禮與會展氣話與設計學位學程,婚禮(Na) 會展(Na) 氣話(Na) 設計(Na) 學位(Na) 學程(Na),婚禮 會展 氣話 設計 學位 學程,婚禮 與 會展 氣話 與 設計 學位 學程
15,娛樂事業管理學系,娛樂(Na) 事業(Na) 管理(VC) 學系(Na),娛樂 事業 管理 學系,娛樂事業 管理 學系
15,時尚模特兒事業學位學程,時尚(Na) 模特兒(Na) 事業(Na) 學位(Na) 學程(Na),時尚 模特兒 事業 學位 學程,時尚 模特 兒事業 學位 學程
15,兒童產業服務學位學程,兒童(Na) 產業(Na) 服務(VC) 學位(Na) 學程(Na),兒童 產業 服務 學位 學程,兒童 產業 服務學位 學程
15,茶文化與事業經營學位學程,文化(Na) 事業(Na) 經營(VC) 學位(Na) 學程(Na),文化 事業 經營 學位 學程,茶文化 與 事業 經營 學位 學程
15,民生類產學專班,民生類(Na) 產學(Na) 專班(Nc),民生類 產學 專班,民生 類產學 專班
15,民生類第二專長學位學程,民生類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),民生類 第二 專長 學位 學程,民生 類 第二 專長 學位 學程
16,運輸管理學系,運輸(Nv) 管理(VC) 學系(Na),運輸 管理 學系,運輸 管理 學系
16,運輸科技與管理學系,運輸(Nv) 科技(Na) 管理(VC) 學系(Na),運輸 科技 管理 學系,運輸 科技 與 管理 學系
16,運輸科技與物流管理學系,運輸(Nv) 科技(Na) 物流(Na) 管理(Na) 學系(Na),運輸 科技 物流 管理 學系,運輸 科技 與 物流 管理 學系
16,運輸與物流學系,運輸(VC) 物流(Nc) 學系(Na),運輸 物流 學系,運輸 與 物流 學系
16,運輸與物流工程學系,運輸(VC) 物流(Na) 工程(Na) 學系(Na),運輸 物流 工程 學系,運輸 與 物流 工程 學系
16,交通管理科學系,交通(Na) 管理(Nv) 科學(Na),交通 管理 科學,交通管理 科學系
16,交通工程與管理學系,交通(Na) 工程(Na) 管理(Nv) 學系(Na),交通 工程 管理 學系,交通 工程 與 管理 學系
16,航運管理學系,航運(Na) 管理(VC) 學系(Na),航運 管理 學系,航運 管理 學系
16,航運技術系,航運(Na) 技術系(Na),航運 技術系,航運 技術系
16,物流與航運管理學系,物流(Na) 航運(Na) 管理(VC) 學系(Na),物流 航運 管理 學系,物流 與 航運 管理 學系
16,航運與物流管理學系,航運(Na) 物流(Na) 管理(VC) 學系(Na),航運 物流 管理 學系,航運 與 物流 管理 學系
16,交通運輸研究所,交通(Na) 運輸(Nv) 研究所(Nc),交通 運輸 研究所,交通 運輸 研究所
16,運輸工程與管理學系,運輸(Nv) 工程(Na) 管理(Nv) 學系(Na),運輸 工程 管理 學系,運輸 工程 與 管理 學系
16,交通運輸工程學系,交通(Na) 運輸(Nv) 工程(Na) 學系(Na),交通 運輸 工程 學系,交通 運輸 工程 學系
16,運輸工程研究所,運輸(Nv) 工程(Na) 研究所(Nc),運輸 工程 研究所,運輸 工程 研究所
16,運輸科學系,運輸(VC) 科學(Na),運輸 科學,運輸 科學系
16,運輸與倉儲營運系,運輸(VC) 倉儲(Na) 營運(Nv),運輸 倉儲 營運,運輸 與 倉 儲營 運系
16,物流管理學系,物流(Na) 管理(VC) 學系(Na),物流 管理 學系,物流 管理 學系
16,運輸與物流管理學系,運輸(VC) 物流(Na) 管理(VC) 學系(Na),運輸 物流 管理 學系,運輸 與 物流 管理 學系
16,運輸技術系,運輸(Nv) 技術系(Na),運輸 技術系,運輸 技術系
16,航運企業管理系,航運(Na) 企業(Na) 管理(Na),航運 企業 管理,航運 企業 管理系
16,運輸科技與運籌學系,運輸(VC) 科技(Na) 運籌學系(Nv),運輸 科技 運籌學系,運輸 科技 與 運籌學系
16,海空物流與行銷系,海空(Na) 物流(Na) 行銷系(Na),海空 物流 行銷系,海空 物流 與 行銷系
16,航空管理系,航空(Na) 管理(VC),航空 管理,航空 管理系
16,航空管理暨運輸服務管理系,航空(Na) 管理(VC) 運輸(VC) 服務(VC) 管理系(Na),航空 管理 運輸 服務 管理系,航空 管理 暨 運輸 服務 管理系
16,航空服務學系,航空(Na) 服務(Nv) 學系(Na),航空 服務 學系,航空 服務學系
16,航空服務管理學系,航空(Na) 服務(VC) 管理(VC) 學系(Na),航空 服務 管理 學系,航空 服務 管理 學系
16,空運管理學系,空運(Nv) 管理(VC) 學系(Na),空運 管理 學系,空運 管理 學系
16,民航研究所,民航(Na) 研究所(Nc),民航 研究所,民航 研究所
16,航空運輸研究所,航空(Na) 運輸(Nv) 研究所(Nc),航空 運輸 研究所,航空 運輸 研究所
16,航空運輸管理學系,航空(Na) 運輸(Nv) 管理(VC) 學系(Na),航空 運輸 管理 學系,航空 運輸 管理 學系
16,空運經營與管理學系,空運(Nv) 經營(VC) 管理(VC) 學系(Na),空運 經營 管理 學系,空運 經營 與 管理 學系
16,航海科技研究所,航海(Nv) 科技(Na) 研究所(Nc),航海 科技 研究所,航海 科技 研究所
16,商船學系,商船(Na) 學系(Na),商船 學系,商船 學系
16,運輸與航海科學系,運輸(VC) 航海(Nv) 科學(Na),運輸 航海 科學,運輸 與 航海 科學系
16,航海系,航海系(Nc),航海系,航海 系
16,海洋運輸學系,海洋(Na) 運輸(VC) 學系(Na),海洋 運輸 學系,海洋 運輸 學系
16,海事資訊科技研究所,海事(Na) 資訊(Na) 科技(Na) 研究所(Nc),海事 資訊 科技 研究所,海事 資訊 科技 研究所
16,運輸服務類產學專班,運輸(VC) 服務(Nv) 產學(Na) 專班(Nc),運輸 服務 產學 專班,運輸 服務類 產學 專班
16,運輸服務類第二專長學位學程,運輸(Nv) 服務(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),運輸 服務 第二 專長 學位 學程,運輸 服務類 第二 專長 學位 學程
16,運輸觀光學院（不分系）,運輸(VC) 觀光(Nv) 學院(Nc),運輸 觀光 學院,運輸觀 光學院 （ 不分系 ）
17,旅館管理學系,旅館(Nc) 管理(VC) 學系(Na),旅館 管理 學系,旅館 管理 學系
17,旅館事業管理學系,旅館(Nc) 事業(Na) 管理(VC) 學系(Na),旅館 事業 管理 學系,旅館 事業 管理 學系
17,餐旅管理學系,餐旅(Na) 管理(VC) 學系(Na),餐旅 管理 學系,餐旅 管理 學系
17,餐旅行銷管理學系,餐旅(Na) 行銷(Na) 管理(VC) 學系(Na),餐旅 行銷 管理 學系,餐 旅行 銷 管理 學系
17,餐旅暨遊憩管理學系,餐旅(Na) 遊憩(Nv) 管理(VC) 學系(Na),餐旅 遊憩 管理 學系,餐旅 暨 遊憩 管理 學系
17,餐飲管理學系,餐飲(Na) 管理(VC) 學系(Na),餐飲 管理 學系,餐飲 管理 學系
17,中餐廚藝系,中餐(Na) 廚藝系(Nc),中餐 廚藝系,中餐 廚藝系
17,西餐廚藝系,西餐(Na) 廚藝系(Nc),西餐 廚藝系,西餐 廚藝系
17,烘焙管理學系,烘焙(VC) 管理(Na) 學系(Na),烘焙 管理 學系,烘焙 管理 學系
17,健康餐飲管理學系,健康(VH) 餐飲(Na) 管理(VC) 學系(Na),健康 餐飲 管理 學系,健康 餐飲 管理 學系
17,健康餐飲暨產業管理學系,健康(VH) 餐飲(Na) 產業(Na) 管理(VC) 學系(Na),健康 餐飲 產業 管理 學系,健康 餐飲 暨 產業 管理 學系
17,食品餐飲管理學系,食品(Na) 餐飲(Na) 管理(VC) 學系(Na),食品 餐飲 管理 學系,食品 餐飲 管理 學系
17,餐飲學系,餐飲(Na) 學系(Na),餐飲 學系,餐飲 學系
17,餐飲製作學系,餐飲(Na) 製作(VC) 學系(Na),餐飲 製作 學系,餐 飲 製 作 學 系
17,旅館與餐飲管理學系,旅館(Nc) 餐飲(Na) 管理(VC) 學系(Na),旅館 餐飲 管理 學系,旅館 與 餐 飲 管理 學系
17,餐飲廚藝系,餐飲(Na) 廚藝系(Nc),餐飲 廚藝系,餐飲 廚藝系
17,廚藝管理系,廚藝(Na) 管理(Na),廚藝 管理,廚藝 管理系
17,廚藝系,廚藝系(Nc),廚藝系,廚藝系
17,餐飲廚藝管理系,餐飲(Na) 廚藝(Na) 管理(Na),餐飲 廚藝 管理,餐飲 廚藝 管理系
17,餐旅暨食品管理學系,餐旅(Na) 食品(Na) 管理(VC) 學系(Na),餐旅 食品 管理 學系,餐旅 暨 食品 管理 學系
17,餐旅行銷管理系,餐旅(Na) 行銷(Na) 管理(Na),餐旅 行銷 管理,餐 旅行 銷 管理系
17,餐旅行銷暨會展管理系,餐旅(Na) 行銷(Na) 會展(Na) 管理系(Na),餐旅 行銷 會展 管理系,餐 旅行 銷暨會展 管理系
17,餐旅管理教育研究所,餐旅(Na) 管理(VC) 教育(Na) 研究所(Nc),餐旅 管理 教育 研究所,餐旅 管理 教育 研究所
17,餐飲創新研發學位學程,餐飲(Na) 創新(VC) 研發(VC) 學位(Na) 學程(Na),餐飲 創新 研發 學位 學程,餐飲 創新研 發學位 學程
17,國際廚藝學位學程,國際(Nc) 廚藝(Na) 學位(Na) 學程(Na),國際 廚藝 學位 學程,國際 廚藝學位 學程
17,旅館會展系,旅館(Nc) 會展(Nc),旅館 會展,旅館 會 展系
17,餐旅暨會展行銷管理系,餐旅(Na) 會展(Na) 行銷(Na) 管理(Na),餐旅 會展 行銷 管理,餐旅 暨會展 行銷 管理系
17,餐旅經營系,餐旅(Na) 經營系(Nc),餐旅 經營系,餐旅經 營系
17,餐旅事業管理系,餐旅(Na) 事業(Na) 管理(Na),餐旅 事業 管理,餐 旅事業 管理系
17,觀光學系,觀光(Nv) 學系(Na),觀光 學系,觀光 學系
17,觀光與休閒管理學系,觀光(VA) 休閒(VA) 管理(VC) 學系(Na),觀光 休閒 管理 學系,觀光 與 休閒 管理 學系
17,觀光與休閒遊憩學系,觀光(VA) 休閒(Nv) 遊憩(Nv) 學系(Na),觀光 休閒 遊憩 學系,觀光 與 休閒遊 憩學系
17,觀光事業學系,觀光(Nv) 事業(Na) 學系(Na),觀光 事業 學系,觀光 事業 學系
17,觀光事業管理學系,觀光(Nv) 事業(Na) 管理(VC) 學系(Na),觀光 事業 管理 學系,觀光 事業 管理 學系
17,觀光暨遊憩管理研究所,觀光(Nv) 遊憩(Nv) 管理(Na) 研究所(Nc),觀光 遊憩 管理 研究所,觀光 暨 遊憩 管理 研究所
17,永續觀光暨遊憩管理研究所,永續(VH) 觀光(VA) 遊憩(Nv) 管理(Na) 研究所(Nc),永續 觀光 遊憩 管理 研究所,永續 觀光 暨 遊憩 管理 研究所
17,觀光與休閒事業管理學系,觀光(Nv) 休閒(VA) 事業(Na) 管理(Na) 學系(Na),觀光 休閒 事業 管理 學系,觀光 與 休閒 事業 管理 學系
17,觀光休閒事業管理學系,觀光(Nv) 休閒(VA) 事業(Na) 管理(VC) 學系(Na),觀光 休閒 事業 管理 學系,觀光 休閒 事業 管理 學系
17,觀光與餐飲旅館學系,觀光(VA) 餐飲(Na) 旅館(Nc) 學系(Na),觀光 餐飲 旅館 學系,觀光 與 餐 飲 旅館 學系
17,觀光與餐旅管理研究所,觀光(VA) 餐旅(Na) 管理(Na) 研究所(Nc),觀光 餐旅 管理 研究所,觀光 與 餐旅 管理 研究所
17,觀光與旅館學系,觀光(VA) 旅館學系(Nc),觀光 旅館學系,觀光 與 旅館 學系
17,觀光數位知識學系,觀光(VA) 知識(Na) 學系(Na),觀光 知識 學系,觀光 數位 知識 學系
17,休閒遊憩學系,休閒(Nv) 遊憩(Nv) 學系(Na),休閒 遊憩 學系,休閒遊 憩學系
17,休閒遊憩事業學系,休閒(Nv) 遊憩(Nv) 事業(Na) 學系(Na),休閒 遊憩 事業 學系,休閒遊 憩事業 學系
17,休閒遊憩與事業管理學系,休閒(VA) 遊憩(VA) 事業(Na) 管理(VC) 學系(Na),休閒 遊憩 事業 管理 學系,休閒 遊憩 與 事業 管理 學系
17,休閒與遊憩規劃管理學系,休閒(VA) 遊憩(Nv) 規劃(Na) 管理(Na) 學系(Na),休閒 遊憩 規劃 管理 學系,休閒 與 遊憩 規劃 管理 學系
17,生態旅遊研究所,生態(Na) 旅遊(VA) 研究所(Nc),生態 旅遊 研究所,生態 旅遊 研究所
17,旅遊事業經營學系,旅遊(Nv) 事業(Na) 經營(VC) 學系(Na),旅遊 事業 經營 學系,旅遊 事業 經營 學系
17,旅遊事業管理學系,旅遊(Nv) 事業(Na) 管理(VC) 學系(Na),旅遊 事業 管理 學系,旅遊 事業 管理 學系
17,旅遊管理學系,旅遊(Nv) 管理(Nv) 學系(Na),旅遊 管理 學系,旅遊 管理 學系
17,旅遊與旅館管理學系,旅遊(Nv) 旅館(Nc) 管理(Nv) 學系(Na),旅遊 旅館 管理 學系,旅遊 與 旅館 管理 學系
17,旅遊健康研究所,旅遊(VA) 健康(VH) 研究所(Nc),旅遊 健康 研究所,旅遊 健康 研究所
17,旅運管理系,旅運(Na) 管理(VC),旅運 管理,旅運 管理系
17,旅運經營管理系,旅運(Na) 經營(VC) 管理(Nc),旅運 經營 管理,旅運 經營 管理系
17,觀光旅館經營學系,觀光(VA) 旅館(Nc) 經營(Nv) 學系(Na),觀光 旅館 經營 學系,觀光 旅館 經營 學系
17,海洋休閒觀光係,海洋(Na) 休閒(VA) 觀光(VA),海洋 休閒 觀光,海洋 休閒 觀光 係
17,海洋休閒管理系,海洋(Na) 休閒(VA) 管理(Na),海洋 休閒 管理,海洋 休閒 管理系
17,休閒遊憩暨社區營造系,休閒(VA) 遊憩(VA) 社區(Nc) 營造(VC),休閒 遊憩 社區 營造,休閒 遊憩 暨 社區 營造系
17,觀光與會議展覽學位學程,觀光(VA) 會議(Na) 展覽(VC) 學位(Na) 學程(Na),觀光 會議 展覽 學位 學程,觀光 與 會議 展覽學位 學程
17,旅遊與觀光學位學程,旅遊(VA) 觀光(Nv) 學位(Na) 學程(Na),旅遊 觀光 學位 學程,旅遊 與 觀光 學位 學程
17,觀光餐旅系,觀光(VA) 餐旅(Na),觀光 餐旅,觀光餐 旅系
17,休閒遊憩與創意產業管理研究所,休閒(VA) 遊憩(VA) 創意(Na) 產業(Na) 管理(Na) 研究所(Nc),休閒 遊憩 創意 產業 管理 研究所,休閒 遊憩 與 創意 產業 管理 研究所
17,島嶼休閒資源發展研究所,島嶼(Na) 休閒(Nv) 資源(Na) 發展(Na) 研究所(Nc),島嶼 休閒 資源 發展 研究所,島嶼 休閒 資源 發展 研究所
17,休閒設施規劃與管理學系,休閒(Nv) 設施(Na) 規劃(Na) 管理(Na) 學系(Na),休閒 設施 規劃 管理 學系,休閒 設施 規劃 與 管理 學系
17,休閒與空間資訊研究所,休閒(VA) 空間(Na) 資訊(Na) 研究所(Nc),休閒 空間 資訊 研究所,休閒 與 空間 資訊 研究所
17,環境暨觀光遊憩研究所,環境(Na) 觀光(Nv) 遊憩(Nv) 研究所(Nc),環境 觀光 遊憩 研究所,環境 暨 觀光 遊憩 研究所
17,休閒學與觀光管理學系,休閒學(Na) 觀光(VA) 管理(Na) 學系(Na),休閒學 觀光 管理 學系,休閒學 與 觀光 管理 學系
17,觀光與行銷學位學程,觀光(VA) 行銷(Na) 學位(Na) 學程(Na),觀光 行銷 學位 學程,觀光 與 行銷 學位 學程
17,休閒遊憩與旅運管理學系,休閒(VA) 遊憩(VA) 旅運(Na) 管理(VC) 學系(Na),休閒 遊憩 旅運 管理 學系,休閒 遊憩 與 旅運 管理 學系
17,國際觀光學系,國際(Nc) 觀光(Nv) 學系(Na),國際 觀光 學系,國際觀 光學系
17,國際觀光管理學系,國際(Nc) 觀光(Nv) 管理(VC) 學系(Na),國際 觀光 管理 學系,國際 觀光 管理 學系
17,渡假休閒管理系,渡假(VA) 休閒(VA) 管理(Na),渡假 休閒 管理,渡假 休閒 管理系
17,文化創意與觀光學系,文化(Na) 創意(Na) 觀光(Nv) 學系(Na),文化 創意 觀光 學系,文化 創意 與 觀光 學系
17,運輸與休閒服務規劃學位學程,運輸(VC) 休閒(VA) 服務(VC) 規劃(VC) 學位(Na) 學程(Na),運輸 休閒 服務 規劃 學位 學程,運輸 與 休閒 服務 規劃 學位 學程
17,生態觀光經營學系,生態(Na) 觀光(VA) 經營(VC) 學系(Na),生態 觀光 經營 學系,生態 觀光 經營 學系
17,旅遊文化發展學位學程,旅遊(VA) 文化(Na) 發展(VC) 學位(Na) 學程(Na),旅遊 文化 發展 學位 學程,旅遊 文化 發展 學位 學程
17,觀光與遊憩事業經營學位學程,觀光(Nv) 遊憩(Nv) 事業(Na) 經營(VC) 學位(Na) 學程(Na),觀光 遊憩 事業 經營 學位 學程,觀光 與 遊憩 事業 經營 學位 學程
