mainid,lastname,result,n_lastname,jeiba_lastname,n_lastname_2,n,N,k
12,工業與系統工程學系,工業(Na) 系統(Na) 工程(Na) 學系(Na),工業 系統 工程 學系,工業 與 系統 工程 學系,工業 系統 工程 學系,956,974,0
12,電子工程系,電子(Na) 工程系(Nc),電子 工程系,電子 工程系,電子 工程系,957,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,958,974,0
12,  化學工程,化學(Na) 工程(Na),化學 工程,    化學 工程,化學 工程,959,974,0
12,光電系,光電系(Nc),光電系,光電系,光電系,960,974,0
12,  機械工程,機械(Na) 工程(Na),機械 工程,    機械 工程,機械 工程,961,974,0
12,應用電子科技學系,應用(Na) 電子(Na) 科技(Na) 學系(Na),應用 電子 科技 學系,應用 電子 科技 學系,應用 電子 科技 學系,962,974,0
12,  電機,電機(Na),電機,    電機,電機,963,974,0
12,  電機,電機(Na),電機,    電機,電機,964,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,965,974,0
12,化學工程學系,化學(Na) 工程(Na) 學系(Na),化學 工程 學系,化學 工程 學系,化學 工程 學系,966,974,0
12,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理,工業 工程 管理,967,974,0
12,  電機,電機(Na),電機,    電機,電機,968,974,0
12,資訊工程學系 ,資訊(Na) 工程(Na) 學系(Na),資訊 工程 學系,資訊 工程 學系  ,資訊 工程 學系,969,974,0
12,飛機工程系,飛機(Na) 工程系(Nc),飛機 工程系,飛機 工程系,飛機 工程系,970,974,0
12,  電機,電機(Na),電機,    電機,電機,971,974,0
12,  機械,機械(Na),機械,    機械,機械,972,974,0
12,化學工程系,化學(Na) 工程(Nc),化學 工程,化學 工程系,化學 工程,973,974,0
12,通訊工程系,通訊(Na) 工程系(Na),通訊 工程系,通訊 工程系,通訊 工程系,974,974,0
13,景觀學系,景觀學系(Na),景觀學系,景觀 學系,景觀學系,6,48,0
13,建築系,建築系(Nc),建築系,建築系,建築系,7,48,0
13,農村規劃系,農村(Nc) 規劃系(Na),農村 規劃系,農村 規劃系,農村 規劃系,8,48,0
13,建築學系,建築(Na) 學系(Na),建築 學系,建築學系,建築 學系,9,48,0
13,建築系,建築系(Nc),建築系,建築系,建築系,10,48,0
13,  營建工程,營建(VC) 工程(Na),營建 工程,    營建 工程,營建 工程,11,48,0
13,景觀學系,景觀學系(Na),景觀學系,景觀 學系,景觀學系,12,48,0
13,  土地行政,土地(Na) 行政(Na),土地 行政,    土地 行政,土地 行政,13,48,0
13,都巿規劃與防災學系,都巿(Na) 規劃(Na) 防災(VH) 學系(Na),都巿 規劃 防災 學系,都 巿 規劃 與 防災學系,都巿 規劃 防災 學系,14,48,0
13,  土地管理,土地(Na) 管理(VC),土地 管理,    土地 管理,土地 管理,15,48,0
13,  造園景觀,造園(VA) 景觀(Na),造園 景觀,    造園 景觀,造園 景觀,16,48,0
13,建築科,建築科(Na),建築科,建築科,建築科,17,48,0
13,建築工程系,建築(Na) 工程系(Nc),建築 工程系,建築 工程系,建築 工程系,18,48,0
13,景觀設計,景觀(Na) 設計(Na),景觀 設計,景觀 設計,景觀 設計,19,48,0
13,  建築,建築(Na),建築,    建築,建築,20,48,0
13,建築系,建築系(Nc),建築系,建築系,建築系,21,48,0
13,建築系,建築系(Nc),建築系,建築系,建築系,22,48,0
13,  建築工程,建築(Na) 工程(Na),建築 工程,    建築 工程,建築 工程,23,48,0
13,  建築,建築(Na),建築,    建築,建築,24,48,0
13,  建築測量,建築(Na) 測量(VC),建築 測量,    建築 測量,建築 測量,25,48,0
13,  建築,建築(Na),建築,    建築,建築,26,48,0
13,  建築,建築(Na),建築,    建築,建築,27,48,0
13,  建築設計,建築(Na) 設計(Na),建築 設計,    建築 設計,建築 設計,28,48,0
13,建築工程學系,建築(Na) 工程(Na) 學系(Na),建築 工程 學系,建築 工程 學系,建築 工程 學系,29,48,0
13,庭園造景,庭園(Na) 造景(Na),庭園 造景,庭園 造景,庭園 造景,30,48,0
13,景觀及都市設計,景觀(Na) 都市(Na) 設計(Na),景觀 都市 設計,景觀 及 都市 設計,景觀 都市 設計,31,48,0
13,  營建工程,營建(VC) 工程(Na),營建 工程,    營建 工程,營建 工程,32,48,0
13,  建築設計,建築(Na) 設計(Na),建築 設計,    建築 設計,建築 設計,33,48,0
13,  景觀建築,景觀(Na) 建築(Na),景觀 建築,    景觀 建築,景觀 建築,34,48,0
13,  建築,建築(Na),建築,    建築,建築,35,48,0
13,景觀設計學系,景觀(Na) 設計(Na) 學系(Na),景觀 設計 學系,景觀 設計 學系,景觀 設計 學系,36,48,0
13,建築系,建築系(Nc),建築系,建築系,建築系,37,48,0
13,  土地開發,土地(Na) 開發(Nv),土地 開發,    土地 開發,土地 開發,38,48,0
13,  土木工程,土木(Na) 工程(Na),土木 工程,    土木工程,土木 工程,39,48,0
13,建築科系,建築(Na) 科系(Na),建築 科系,建築 科系,建築 科系,40,48,0
13,  建築,建築(Na),建築,    建築,建築,41,48,0
13,建築設計,建築(Na) 設計(Na),建築 設計,建築 設計,建築 設計,42,48,0
13,  建築,建築(Na),建築,    建築,建築,43,48,0
13,  市政環境規劃,市政(Na) 環境(Na) 規劃(VC),市政 環境 規劃,    市政 環境 規劃,市政 環境 規劃,44,48,0
13,  建築,建築(Na),建築,    建築,建築,45,48,0
13,都市設計與景觀建築學系,都市(Na) 設計(Na) 景觀(Na) 建築(Na) 學系(Na),都市 設計 景觀 建築 學系,都市 設計 與 景觀 建築學系,都市 設計 景觀 建築 學系,46,48,0
13,都市計畫,都市(Na) 計畫(Na),都市 計畫,都市 計畫,都市 計畫,47,48,0
13,建築系,建築系(Nc),建築系,建築系,建築系,48,48,0
14,  園藝,園藝(Na),園藝,    園藝,園藝,6,71,0
14,食品科學系,食品(Na) 科學(Na),食品 科學,食品 科學系,食品 科學,7,71,0
14,  畜產,畜產(Na),畜產,    畜產,畜產,8,71,0
14,生物農業科技系,生物(Na) 農業(Na) 科技系(Na),生物 農業 科技系,生物 農業 科技 系,生物 農業 科技系,9,71,0
14,  園藝,園藝(Na),園藝,    園藝,園藝,10,71,0
14,  食品科學,食品(Na) 科學(Na),食品 科學,    食品 科學,食品 科學,11,71,0
14,  食品科學,食品(Na) 科學(Na),食品 科學,    食品 科學,食品 科學,12,71,0
14,農業資源科系,農業(Na) 資源(Na) 科系(Na),農業 資源 科系,農業 資源 科系,農業 資源 科系,13,71,0
14,生物產業傳播暨發展學,生物(Na) 產業(Na) 傳播(Na) 發展(VC),生物 產業 傳播 發展,生物 產業 傳播 暨 發展學,生物 產業 傳播 發展,14,71,0
14,  養殖,養殖(VC),養殖,    養殖,養殖,15,71,0
14,食品加工,食品(Na) 加工(VB),食品 加工,食品 加工,食品 加工,16,71,0
14,食品科學,食品(Na) 科學(Na),食品 科學,食品 科學,食品 科學,17,71,0
14,  農藝,農藝(Na),農藝,    農藝,農藝,18,71,0
14,獸醫系,獸醫系(Nc),獸醫系,獸 醫系,獸醫系,19,71,0
14,食品科學,食品(Na) 科學(Na),食品 科學,食品 科學,食品 科學,20,71,0
14,  農業經營,農業(Na) 經營(VC),農業 經營,    農業 經營,農業 經營,21,71,0
14,水土保持系,水土(Nc) 保持(Nv),水土 保持,水土保持 系,水土 保持,22,71,0
14,  農園生產,農園(Nc) 生產(VC),農園 生產,    農園 生產,農園 生產,23,71,0
14,生物傳播暨發展學系,生物(Na) 傳播(Na) 發展(VC) 學系(Na),生物 傳播 發展 學系,生物 傳播 暨 發展 學系,生物 傳播 發展 學系,24,71,0
14,森林暨自然資源學系,森林(Na) 自然(Na) 資源(Na) 學系(Na),森林 自然 資源 學系,森林 暨 自然 資源 學系,森林 自然 資源 學系,25,71,0
14,水產養殖系,水產(Na) 養殖系(VC),水產 養殖系,水產養 殖系,水產 養殖系,26,71,0
14,食品科技系,食品(Na) 科技系(Na),食品 科技系,食品科技 系,食品 科技系,27,71,0
14,  植物保護,植物(Na) 保護(VC),植物 保護,    植物 保護,植物 保護,28,71,0
14,水產食品科學系,水產(Na) 食品(Na) 科學(Na),水產 食品 科學,水產 食品 科學系,水產 食品 科學,29,71,0
14,森林系林學組,森林系(Nc) 林學組(Nc),森林系 林學組,森林 系林學組,森林系 林學組,30,71,0
14,食品暨應用生物科技,食品(Na) 應用(Na) 生物(Na) 科技(Na),食品 應用 生物 科技,食品 暨 應用 生物科技,食品 應用 生物 科技,31,71,0
14,  農業推廣,農業(Na) 推廣(VC),農業 推廣,    農業 推廣,農業 推廣,32,71,0
14,  水產養殖學,水產(Na) 養殖(VC),水產 養殖,    水產養 殖學,水產 養殖,33,71,0
14,  獸醫,獸醫(Na),獸醫,    獸醫,獸醫,34,71,0
14,食品科學系,食品(Na) 科學(Na),食品 科學,食品 科學系,食品 科學,35,71,0
14,  森林,森林(Na),森林,    森林,森林,36,71,0
14,  食品科技,食品(Na) 科技(Na),食品 科技,    食品科技,食品 科技,37,71,0
14,食品加工科,食品(Na) 加工科(VC),食品 加工科,食品 加工 科,食品 加工科,38,71,0
14,  獸醫學,獸醫學(Na),獸醫學,    獸 醫學,獸醫學,39,71,0
14,農園,農園(Nc),農園,農園,農園,40,71,0
14,  園藝,園藝(Na),園藝,    園藝,園藝,41,71,0
14,  農業經濟,農業(Na) 經濟(Na),農業 經濟,    農業 經濟,農業 經濟,42,71,0
14,森林系,森林系(Nc),森林系,森林 系,森林系,43,71,0
14,森林學系,森林(Na) 學系(Na),森林 學系,森林 學系,森林 學系,44,71,0
14,  食品科技,食品(Na) 科技(Na),食品 科技,    食品科技,食品 科技,45,71,0
14,園藝學系,園藝學系(Na),園藝學系,園藝學系,園藝學系,46,71,0
14,  農業經營,農業(Na) 經營(VC),農業 經營,    農業 經營,農業 經營,47,71,0
14,  食品科學,食品(Na) 科學(Na),食品 科學,    食品 科學,食品 科學,48,71,0
14,  園藝,園藝(Na),園藝,    園藝,園藝,49,71,0
14,農園生產,農園(Nc) 生產(VC),農園 生產,農園 生產,農園 生產,50,71,0
14,食品科技系,食品(Na) 科技系(Na),食品 科技系,食品科技 系,食品 科技系,51,71,0
14,水產養殖學系,水產(Na) 養殖(VC) 學系(Na),水產 養殖 學系,水產養 殖學系,水產 養殖 學系,52,71,0
14,森林系,森林系(Nc),森林系,森林 系,森林系,53,71,0
14,  農業推廣,農業(Na) 推廣(VC),農業 推廣,    農業 推廣,農業 推廣,54,71,0
14,  農經,農經(Na),農經,    農經,農經,55,71,0
14,園藝系,園藝系(Nc),園藝系,園藝系,園藝系,56,71,0
14,土地資源系,土地(Na) 資源(Na),土地 資源,土地 資源系,土地 資源,57,71,0
14,  食品營養,食品(Na) 營養(Na),食品 營養,    食品 營養,食品 營養,58,71,0
14,食品科學系,食品(Na) 科學(Na),食品 科學,食品 科學系,食品 科學,59,71,0
14,水產養殖 ,水產(Na) 養殖(VC),水產 養殖,水產養殖  ,水產 養殖,60,71,0
14,  動物科技,動物(Na) 科技(Na),動物 科技,    動物 科技,動物 科技,61,71,0
14,食品科學系,食品(Na) 科學(Na),食品 科學,食品 科學系,食品 科學,62,71,0
14,土地資源系,土地(Na) 資源(Na),土地 資源,土地 資源系,土地 資源,63,71,0
14,  食品科學,食品(Na) 科學(Na),食品 科學,    食品 科學,食品 科學,64,71,0
14,水土保持系,水土(Nc) 保持(Nv),水土 保持,水土保持 系,水土 保持,65,71,0
14,動物科技學系 ,動物(Na) 科技(Na) 學系(Na),動物 科技 學系,動物 科技 學系  ,動物 科技 學系,66,71,0
14,水產養殖,水產(Na) 養殖(VC),水產 養殖,水產養殖,水產 養殖,67,71,0
14,  食品科學,食品(Na) 科學(Na),食品 科學,    食品 科學,食品 科學,68,71,0
14,食品加工科 ,食品(Na) 加工科(Na),食品 加工科,食品 加工 科  ,食品 加工科,69,71,0
14,食品科技系,食品(Na) 科技系(Na),食品 科技系,食品科技 系,食品 科技系,70,71,0
14,  農業園藝生產系,農業(Na) 園藝(Na) 生產(VC),農業 園藝 生產,    農業園 藝生 產系,農業 園藝 生產,71,71,0
15,  家政,家政(Na),家政,    家政,家政,6,89,0
15,美容造形設計,美容(Na) 造形(Na) 設計(Na),美容 造形 設計,美容 造形 設計,美容 造形 設計,7,89,0
15,美容系,美容系(Nc),美容系,美容 系,美容系,8,89,0
15,  生活應用科學,生活(Na) 應用(Na) 科學(Na),生活 應用 科學,    生活 應用 科學,生活 應用 科學,9,89,0
15,  餐飲管理,餐飲(Na) 管理(VC),餐飲 管理,    餐飲 管理,餐飲 管理,10,89,0
15,  餐旅,餐旅(Na),餐旅,    餐旅,餐旅,11,89,0
15,  化妝品應用,化妝品(Na) 應用(Na),化妝品 應用,    化妝品 應用,化妝品 應用,12,89,0
15,美容系,美容系(Nc),美容系,美容 系,美容系,13,89,0
15,美容美髮造型系 ,美容(Nv) 美髮(Na) 造型系(Na),美容 美髮 造型系,美容 美 髮 造型 系  ,美容 美髮 造型系,14,89,0
15,美容造型設計系,美容(Na) 造型(Na) 設計(Na),美容 造型 設計,美容 造型 設計系,美容 造型 設計,15,89,0
15,  幼保,,幼保,    幼保,,16,89,0
15,生命禮儀,生命(Na) 禮儀(Na),生命 禮儀,生命 禮儀,生命 禮儀,17,89,0
15,  家政,家政(Na),家政,    家政,家政,18,89,0
15,美容美髮系,美容(Nv) 美髮系(Nc),美容 美髮系,美容 美 髮 系,美容 美髮系,19,89,0
15,保健食品系,保健(Na) 食品系(Na),保健 食品系,保健食品 系,保健 食品系,20,89,0
15,"  家政學""類""",家政學(Na),家政學,"    家政 學 "" 類 """,家政學,21,89,0
15,  流行設計,流行(VH) 設計(Na),流行 設計,    流行 設計,流行 設計,22,89,0
15,美容系,美容系(Nc),美容系,美容 系,美容系,23,89,0
15,  幼保,,幼保,    幼保,,24,89,0
15,  美容,美容(VB),美容,    美容,美容,25,89,0
15,  餐飲管理,餐飲(Na) 管理(VC),餐飲 管理,    餐飲 管理,餐飲 管理,26,89,0
15,化裝品應用與管理 ,化裝品(Na) 應用(Na) 管理(VC),化裝品 應用 管理,化裝品 應用 與 管理  ,化裝品 應用 管理,27,89,0
15,  餐旅管理,餐旅(Na) 管理(VC),餐旅 管理,    餐旅 管理,餐旅 管理,28,89,0
15,化妝品應用管理系,化妝品(Na) 應用(Na) 管理(Nc),化妝品 應用 管理,化妝品 應用 管理系,化妝品 應用 管理,29,89,0
15,  餐飲管理,餐飲(Na) 管理(VC),餐飲 管理,    餐飲 管理,餐飲 管理,30,89,0
15,化粧品應用管理,化粧品(Na) 應用(Na) 管理(VC),化粧品 應用 管理,化 粧 品應用 管理,化粧品 應用 管理,31,89,0
15,美容造型系 ,美容(Nv) 造型系(Na),美容 造型系,美容 造型 系  ,美容 造型系,32,89,0
15,  幼保,,幼保,    幼保,,33,89,0
15,  餐飲行銷,餐飲(Na) 行銷(Na),餐飲 行銷,    餐飲 行銷,餐飲 行銷,34,89,0
15,  製衣工程,製衣(VA) 工程(Na),製衣 工程,    製 衣 工程,製衣 工程,35,89,0
15,  幼保,,幼保,    幼保,,36,89,0
15,  幼保,,幼保,    幼保,,37,89,0
15,化粧品應用管理系,化粧品(Na) 應用(Na) 管理(Nc),化粧品 應用 管理,化 粧 品應用 管理系,化粧品 應用 管理,38,89,0
15,整體造型系,整體(Na) 造型系(Nc),整體 造型系,整體 造型 系,整體 造型系,39,89,0
15,  餐旅管理,餐旅(Na) 管理(VC),餐旅 管理,    餐旅 管理,餐旅 管理,40,89,0
15,妝品系,妝品系(Nc),妝品系,妝 品系,妝品系,41,89,0
15,美容系,美容系(Nc),美容系,美容 系,美容系,42,89,0
15,美容造型,美容(Na) 造型(Na),美容 造型,美容 造型,美容 造型,43,89,0
15,化妝品應用管理學系,化妝品(Na) 應用(Na) 管理(VC) 學系(Na),化妝品 應用 管理 學系,化妝品 應用 管理 學系,化妝品 應用 管理 學系,44,89,0
15,  化妝品應用,化妝品(Na) 應用(Na),化妝品 應用,    化妝品 應用,化妝品 應用,45,89,0
15,  服裝設計,服裝(Na) 設計(Na),服裝 設計,    服裝 設計,服裝 設計,46,89,0
15,  西餐廚藝,西餐(Na) 廚藝(Na),西餐 廚藝,    西餐 廚藝,西餐 廚藝,47,89,0
15,  服裝設計,服裝(Na) 設計(Na),服裝 設計,    服裝 設計,服裝 設計,48,89,0
15,化粧品應用管理系,化粧品(Na) 應用(Na) 管理(Nc),化粧品 應用 管理,化 粧 品應用 管理系,化粧品 應用 管理,49,89,0
15,  幼保,,幼保,    幼保,,50,89,0
15,  家政,家政(Na),家政,    家政,家政,51,89,0
15,生活應用與保健系,生活(Na) 應用(Na) 保健系(Nc),生活 應用 保健系,生活 應用 與 保健 系,生活 應用 保健系,52,89,0
15,  幼保,,幼保,    幼保,,53,89,0
15,服裝設計管理,服裝(Na) 設計(Na) 管理(VC),服裝 設計 管理,服裝 設計 管理,服裝 設計 管理,54,89,0
15,織品服裝學系,織品(Na) 服裝(Na) 學系(Na),織品 服裝 學系,織品 服裝 學系,織品 服裝 學系,55,89,0
15,  服裝設計,服裝(Na) 設計(Na),服裝 設計,    服裝 設計,服裝 設計,56,89,0
15,  化妝品應用管理,化妝品(Na) 應用(Na) 管理(VC),化妝品 應用 管理,    化妝品 應用 管理,化妝品 應用 管理,57,89,0
15,化桩品科學系,化桩品(Na) 科學(Na),化桩品 科學,化桩 品科學系,化桩品 科學,58,89,0
15,  餐飲管理,餐飲(Na) 管理(VC),餐飲 管理,    餐飲 管理,餐飲 管理,59,89,0
15,  幼保,,幼保,    幼保,,60,89,0
15,美容造型設計系,美容(Na) 造型(Na) 設計(Na),美容 造型 設計,美容 造型 設計系,美容 造型 設計,61,89,0
15,  餐飲管理,餐飲(Na) 管理(VC),餐飲 管理,    餐飲 管理,餐飲 管理,62,89,0
15,服飾設計管理系,服飾(Na) 設計(Na) 管理(Nc),服飾 設計 管理,服飾 設計 管理系,服飾 設計 管理,63,89,0
15,化粧品应用系,化粧品(Na) 应用(VC),化粧品 应用,化 粧 品 应用 系,化粧品 应用,64,89,0
15,  美妝管理,美妝(Na) 管理(VC),美妝 管理,    美妝 管理,美妝 管理,65,89,0
15,  幼保,,幼保,    幼保,,66,89,0
15,化粧品應用管理,化粧品(Na) 應用(Na) 管理(VC),化粧品 應用 管理,化 粧 品應用 管理,化粧品 應用 管理,67,89,0
15,化粧品應用系,化粧品(Na) 應用(Na),化粧品 應用,化 粧 品應 用系,化粧品 應用,68,89,0
15,幼兒保育科,幼兒(Na) 保育科(Na),幼兒 保育科,幼兒 保育 科,幼兒 保育科,69,89,0
15,  生活應用科學,生活(Na) 應用(Na) 科學(Na),生活 應用 科學,    生活 應用 科學,生活 應用 科學,70,89,0
15,化妝品應用系,化妝品(Na) 應用(Na),化妝品 應用,化妝品 應用系,化妝品 應用,71,89,0
15,服飾經營與服裝設計系,服飾(Na) 經營(VC) 服裝(Na) 設計系(Na),服飾 經營 服裝 設計系,服飾 經營 與 服裝 設計系,服飾 經營 服裝 設計系,72,89,0
15,  餐旅,餐旅(Na),餐旅,    餐旅,餐旅,73,89,0
15,服飾設計管理系,服飾(Na) 設計(Na) 管理(Nc),服飾 設計 管理,服飾 設計 管理系,服飾 設計 管理,74,89,0
15,化妝品應用與管理系,化妝品(Na) 應用(Na) 管理(Nc),化妝品 應用 管理,化妝品 應用 與 管理系,化妝品 應用 管理,75,89,0
15,  幼兒保育,幼兒(Na) 保育(VC),幼兒 保育,    幼兒 保育,幼兒 保育,76,89,0
15,服裝設計管理系 ,服裝(Na) 設計(Na) 管理(Nc),服裝 設計 管理,服裝 設計 管理系  ,服裝 設計 管理,77,89,0
15,  幼保,,幼保,    幼保,,78,89,0
15,  幼兒保育,幼兒(Na) 保育(VC),幼兒 保育,    幼兒 保育,幼兒 保育,79,89,0
15,  化妝品應用,化妝品(Na) 應用(Na),化妝品 應用,    化妝品 應用,化妝品 應用,80,89,0
15,  幼保,,幼保,    幼保,,81,89,0
15,  青少年兒童福利,青少年(Na) 兒童(Na) 福利(Na),青少年 兒童 福利,    青少年 兒童 福利,青少年 兒童 福利,82,89,0
15,化妝品應用系 ,化妝品(Na) 應用系(Na),化妝品 應用系,化妝品 應用系  ,化妝品 應用系,83,89,0
15,  幼保,,幼保,    幼保,,84,89,0
15,化粧品應用管理,化粧品(Na) 應用(Na) 管理(VC),化粧品 應用 管理,化 粧 品應用 管理,化粧品 應用 管理,85,89,0
15,  餐飲管理,餐飲(Na) 管理(VC),餐飲 管理,    餐飲 管理,餐飲 管理,86,89,0
15,  餐飲,餐飲(Na),餐飲,    餐飲,餐飲,87,89,0
15,  服裝設計,服裝(Na) 設計(Na),服裝 設計,    服裝 設計,服裝 設計,88,89,0
15,  幼保,,幼保,    幼保,,89,89,0
16,  航海,航海(VA),航海,    航海,航海,6,27,0
16,運輸科技與管理學系,運輸(Nv) 科技(Na) 管理(VC) 學系(Na),運輸 科技 管理 學系,運輸 科技 與 管理 學系,運輸 科技 管理 學系,7,27,0
16,亻航運管理系,航運(Na) 管理系(Na),航運 管理系,亻 航運 管理系,航運 管理系,8,27,0
16,航運管理學系,航運(Na) 管理(VC) 學系(Na),航運 管理 學系,航運 管理 學系,航運 管理 學系,9,27,0
16,運輸工程與管理學系,運輸(Nv) 工程(Na) 管理(Nv) 學系(Na),運輸 工程 管理 學系,運輸 工程 與 管理 學系,運輸 工程 管理 學系,10,27,0
16,航空管理系,航空(Na) 管理(VC),航空 管理,航空 管理系,航空 管理,11,27,0
16,交通運輸與管理系,交通(Na) 運輸(Nv) 管理(VC),交通 運輸 管理,交通 運輸 與 管理系,交通 運輸 管理,12,27,0
16,運輸管理系,運輸(Nv) 管理(Nc),運輸 管理,運輸 管理系,運輸 管理,13,27,0
16,運輸科技與管理學系,運輸(Nv) 科技(Na) 管理(VC) 學系(Na),運輸 科技 管理 學系,運輸 科技 與 管理 學系,運輸 科技 管理 學系,14,27,0
16,  航空管理,航空(Na) 管理(VC),航空 管理,    航空 管理,航空 管理,15,27,0
16,航空服務管理系,航空(Na) 服務(VC) 管理(VC),航空 服務 管理,航空 服務 管理系,航空 服務 管理,16,27,0
16,航運管理學系,航運(Na) 管理(VC) 學系(Na),航運 管理 學系,航運 管理 學系,航運 管理 學系,17,27,0
16,  航運管理,航運(Na) 管理(VC),航運 管理,    航運 管理,航運 管理,18,27,0
16,  航空機械,航空(Na) 機械(Na),航空 機械,    航空 機械,航空 機械,19,27,0
16,運輸管理,運輸(VC) 管理(VC),運輸 管理,運輸 管理,運輸 管理,20,27,0
16,運輸管理學系,運輸(Nv) 管理(VC) 學系(Na),運輸 管理 學系,運輸 管理 學系,運輸 管理 學系,21,27,0
16,運輸與科技管理學系,運輸(VC) 科技(Na) 管理(VC) 學系(Na),運輸 科技 管理 學系,運輸 與 科技 管理 學系,運輸 科技 管理 學系,22,27,0
16,航運管理,航運(Na) 管理(VC),航運 管理,航運 管理,航運 管理,23,27,0
16,  航運管理,航運(Na) 管理(VC),航運 管理,    航運 管理,航運 管理,24,27,0
16,航運物流學系,航運(Na) 物流(Na) 學系(Na),航運 物流 學系,航運 物流 學系,航運 物流 學系,25,27,0
16,  航運管理,航運(Na) 管理(VC),航運 管理,    航運 管理,航運 管理,26,27,0
16,航空暨運輸服務管理,航空(Na) 運輸(Nv) 服務(VC) 管理(VC),航空 運輸 服務 管理,航空 暨 運輸 服務 管理,航空 運輸 服務 管理,27,27,0
17,  觀光,觀光(VA),觀光,    觀光,觀光,100,219,0
17,运动管理系,管理(Nc),管理,运动 管理系,管理,101,219,0
17,運動健康休閒 ,運動(Na) 健康(VH) 休閒(VA),運動 健康 休閒,運動 健康 休閒  ,運動 健康 休閒,102,219,0
17,餐飲管理系,餐飲(Na) 管理(Na),餐飲 管理,餐飲 管理系,餐飲 管理,103,219,0
17,休閒保健系,休閒(Nv) 保健系(Na),休閒 保健系,休閒 保健 系,休閒 保健系,104,219,0
17,  觀光事業,觀光(Nv) 事業(Na),觀光 事業,    觀光 事業,觀光 事業,105,219,0
17,觀光管理學系,觀光(VA) 管理(VC) 學系(Na),觀光 管理 學系,觀光 管理 學系,觀光 管理 學系,106,219,0
17,  休閒保健管理,休閒(Nv) 保健(Na) 管理(VC),休閒 保健 管理,    休閒 保健 管理,休閒 保健 管理,107,219,0
17,  旅運管理,旅運(Na) 管理(VC),旅運 管理,    旅運 管理,旅運 管理,108,219,0
17,  運動技術,運動(Na) 技術(Na),運動 技術,    運動 技術,運動 技術,109,219,0
17,觀光休閒,觀光(VA) 休閒(VA),觀光 休閒,觀光 休閒,觀光 休閒,110,219,0
17,餐飲管理系,餐飲(Na) 管理(Na),餐飲 管理,餐飲 管理系,餐飲 管理,111,219,0
17,餐飲與旅館管理,餐飲(Na) 旅館(Nc) 管理(VC),餐飲 旅館 管理,餐飲 與 旅館 管理,餐飲 旅館 管理,112,219,0
17,運動健康休閒系 ,運動(Na) 健康(VH) 休閒系(Nc),運動 健康 休閒系,運動 健康 休閒系  ,運動 健康 休閒系,113,219,0
17,餐飲管理科 ,餐飲(Na) 管理科(Na),餐飲 管理科,餐飲 管理科  ,餐飲 管理科,114,219,0
17,餐飲管理科系,餐飲(Na) 管理(Na) 科系(Na),餐飲 管理 科系,餐飲 管理科 系,餐飲 管理 科系,115,219,0
17,  體育,體育(Na),體育,    體育,體育,116,219,0
17,生活科學系,生活(Na) 科學(Na),生活 科學,生活 科學系,生活 科學,117,219,0
17,餐旅管理學系,餐旅(Na) 管理(VC) 學系(Na),餐旅 管理 學系,餐旅 管理 學系,餐旅 管理 學系,118,219,0
17,運動管理系,運動(Na) 管理(Nc),運動 管理,運動 管理系,運動 管理,119,219,0
17,運動與休閒管理系,運動(Na) 休閒(VA) 管理(Na),運動 休閒 管理,運動 與 休閒 管理系,運動 休閒 管理,120,219,0
17,觀光餐飲學系,觀光(VA) 餐飲(Na) 學系(Na),觀光 餐飲 學系,觀光餐 飲學系,觀光 餐飲 學系,121,219,0
17,餐飲管理系 ,餐飲(Na) 管理系(Na),餐飲 管理系,餐飲 管理系  ,餐飲 管理系,122,219,0
17,餐飲 ,餐飲(Na),餐飲,餐飲  ,餐飲,123,219,0
17,餐飲管理系 ,餐飲(Na) 管理系(Na),餐飲 管理系,餐飲 管理系  ,餐飲 管理系,124,219,0
17,  觀光事業,觀光(Nv) 事業(Na),觀光 事業,    觀光 事業,觀光 事業,125,219,0
17,休閒遊憩管理學系,休閒(Nv) 遊憩(Nv) 管理(VC) 學系(Na),休閒 遊憩 管理 學系,休閒 遊憩 管理 學系,休閒 遊憩 管理 學系,126,219,0
17,休閒運動管理,休閒(Nv) 運動(Na) 管理(Na),休閒 運動 管理,休閒 運動 管理,休閒 運動 管理,127,219,0
17,觀光與休閒事業管理系 ,觀光(VA) 休閒(VA) 事業(Na) 管理系(Na),觀光 休閒 事業 管理系,觀光 與 休閒 事業 管理系  ,觀光 休閒 事業 管理系,128,219,0
17,餐旅管理學系 ,餐旅(Na) 管理(VC) 學系(Na),餐旅 管理 學系,餐旅 管理 學系  ,餐旅 管理 學系,129,219,0
17,休閒事業管理,休閒(Nv) 事業(Na) 管理(Na),休閒 事業 管理,休閒 事業 管理,休閒 事業 管理,130,219,0
17,休閒事業管理系 ,休閒(VA) 事業(Na) 管理系(Na),休閒 事業 管理系,休閒 事業 管理系  ,休閒 事業 管理系,131,219,0
17,休閒產業經營學系 ,休閒(VA) 產業(Na) 經營(VC) 學系(Na),休閒 產業 經營 學系,休閒產業 經營 學系  ,休閒 產業 經營 學系,132,219,0
17,  觀光服務,觀光(VA) 服務(VC),觀光 服務,    觀光 服務,觀光 服務,133,219,0
17,  適應體育,適應(VJ) 體育(Na),適應 體育,    適應 體育,適應 體育,134,219,0
